0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,label
0.004880305,0.0,0.5494292,0.891993,2.2948313,0.0,0.07972116,0.5657097,2.7281601,0.9648534,1.6913093,0.0,0.16614154,1.5113882,0.0,2.1772768,0.0,1.3997265,1.2501615,1.2523597,0.0,1.6315358,0.41991282,0.6206104,1.6057272,0.0,0.53742737,0.053764146,0.5732994,1.3026874,0.6329367,0.93776095,0.0,0.0,0.0,2.31179,2.5485592,1.0885301,2.54305,0.0,0.1260622,2.4481447,0.0,1.6033558,0.3264803,0.7964428,0.0,0.70058435,1.028694,0.0,0.0,1.8909314,0.0,0.0,0.4240048,0.0,0.39534795,0.79503304,0.0,0.0,1.9710033,0.0,0.0,0.0,0.0,1.8714142,0.26081738,1.1686952,0.3439053,1.2108793,0.000120640034,0.0,0.0,0.0,0.46357325,0.0,0.0,0.0,0.0,0.0,0.61196536,0.810035,0.0,0.47982708,0.0,0.0,0.9206407,1.3031402,1.2954237,2.2411444,0.0,0.0,0.0,0.6288947,0.0,0.0,1.668077,0.0,0.0,1.4318751,2.1388898,0.7314307,1.4681664,0.0,0.6323857,1.1027204,0.0,0.0,2.4344726,0.32489792,2.5475814,0.5087601,0.5799773,1.6541898,0.0,1.8823197,0.92887086,0.0,1.4460938,1.1762713,0.5403989,0.0,0.17177992,0.12716904,0.0,0.32322297,0.0,1.218672,0.7236818,0.7501469,0.83342206,0.04264085,0.6630787,0.0,1.2619824,0.0,0.67603624,0.0,0.0,1.4908942,0.602526,0.0,0.0,0.29908583,0.42623422,1.430212,0.0,0.0,3.1016574,1.4090889,0.035500966,0.0,1.0551727,0.0,1.2483042,0.0,1.7256178,0.0,1.3343962,1.0056694,2.1563315,0.0,1.3358095,0.5890871,0.07776206,0.0,0.8035477,0.0,0.0,1.9829944,0.7120531,0.30671626,0.8129481,0.0,0.0,1.5834197,0.0,0.8888551,0.0,3.295463,1.2620527,1.5204711,1.4397144,1.4299676,0.0,0.0,0.0,0.0,1.0230613,3.159854,0.54352254,1.9710352,0.9490434,0.887032,2.452468,1.2656759,1.3529004,0.0,0.5757815,0.0,0.48583442,0.0,0.0,0.0,1.2661284,0.7128813,1.4204714,1.107314,0.0,1.5514162,1.9428821,0.0,0.0,0.19084094,0.0,1.8060771,1.1985557,1.1904167,1.4474773,0.5599195,0.0,1.7155215,0.83078265,0.66715217,0.0,0.0,1.1760398,0.5106552,0.43893734,0.0,0.0,1.2630781,0.0,0.3011142,0.0,0.0,0.0,0.0,0.36791962,0.0,0.0,1.8152189,0.20966157,0.10261573,2.718672,1.7095133,0.2730891,0.0,1.4600015,0.7302046,1.1422324,0.34189734,0.8049402,0.0,0.0,0.78326976,0
1.6128318,0.0,2.0065665,2.545672,0.10275023,0.0,1.2859302,1.4876829,1.2279683,2.9530318,0.94898266,0.0,1.0554769,0.43096867,0.41138744,0.66273737,0.0,0.0,1.4901016,1.4651951,0.0,0.42579567,0.0,1.1509001,2.022445,0.0,1.4029717,0.0,2.0669975,2.665667,2.5653331,2.4144294,0.0,0.0,0.0,0.5138811,1.3820347,0.0,1.6977701,0.0,0.0,0.48102358,0.0,2.59965,0.74483806,1.2928584,0.0,1.7546216,2.2889974,0.0,0.0,0.0,0.0,0.0,1.2004559,0.0,2.4408722,0.16002207,0.0,0.0,0.09925784,0.0,0.0,0.0,0.0,3.1373765,2.367855,0.0,1.7475817,0.5665631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8327776,0.0,0.8320405,1.655937,0.0,0.0,3.4203072,0.0,0.0,0.4915669,0.0,0.0,0.0,1.5699861,0.0,0.7791848,3.7517493,0.0,0.05631915,0.53571224,0.0,1.902993,0.1806095,0.0,1.3493029,0.0,0.0,0.0,0.8550418,1.7009746,0.52275705,1.3730564,0.0,0.70870304,0.0,0.08723386,2.775316,0.0,0.0,2.8620024,2.131118,0.0,0.0,1.2457533,0.94617254,0.0,0.37309653,0.99590856,2.9436262,0.0,1.5815113,2.3487387,0.0,0.0,0.0,0.0,1.7348584,0.0,0.0,0.38379273,3.0537395,0.0,0.0,0.6085811,0.8374535,2.2860217,0.0,0.0,0.37686887,1.7540009,0.0,0.0,3.912902,0.0,0.0,0.0,0.0,0.20422879,0.03705874,2.7018263,0.7953677,0.0,2.4091597,0.6259718,0.0,0.0,2.108447,1.94132,0.0,0.0,2.595781,1.8784039,2.1705751,0.0,0.8061101,3.2490435,0.0,0.2880917,0.0,0.5420329,0.0,0.0,0.52769345,0.0,0.0,0.0,0.0,0.0,1.9143844,1.2295852,1.6685506,2.8470347,0.401859,0.0,0.6340275,0.15421343,0.0,0.0,0.2983823,0.0,1.9559274,0.0,0.0,0.0,1.8450708,2.085723,0.0,0.0,0.0,0.38933018,0.6921383,0.0,0.0,1.3639512,0.0,0.113191694,2.04812,1.5063126,0.0,0.4736793,0.0,0.39635485,1.189844,0.12844098,0.6611869,0.0,0.0,2.3564258,2.0068371,0.0,0.0,0.08543077,0.0,1.7535,0.0,0.0,0.0,0.0,2.3086433,0.0,0.0,0.4293633,3.287508,1.9118816,0.5473669,0.053405643,0.07263595,0.0,0.53053117,2.4911616,2.5175545,0.0,1.7185713,0.0,0.0,0.0,1
0.0,0.0,0.8995706,1.1829456,2.2212443,0.0,0.0,0.7391201,2.2020571,0.68069756,1.6360649,0.0,0.051770657,1.8238461,0.0,2.0854394,0.0,1.2241169,1.0334692,0.79667324,0.0,1.1349592,0.80999994,0.653418,2.0020454,0.0,0.19301829,0.6774527,0.59296024,1.1153187,0.565304,0.77820265,0.0,0.0,0.0,2.6734436,2.384786,0.6475059,1.8959812,0.0,0.20875208,1.8330519,0.0,1.2143344,0.4697692,0.82610834,0.0,0.36721763,0.70610315,0.0,0.0,1.6304507,0.24394932,0.0,0.15242967,0.0,0.073281966,0.54829407,0.0,0.0,1.3125184,0.0,0.0,0.0,0.0,1.75404,0.8669943,1.1943898,0.16655828,1.1018527,0.0,0.0,0.0,0.0,0.6746274,0.0,0.0,0.0,0.0,0.0,0.61553574,0.72115535,0.0,0.45992303,0.0,0.0,0.58349884,1.017126,0.8235025,1.6925119,0.0,0.0,0.0,0.5116075,0.0,0.0,1.4911485,0.0,0.0,1.5454547,1.5066707,0.52762896,1.2141783,0.0,0.3881718,1.0555264,0.0,0.0,2.3256583,0.28358927,2.2178955,0.3928127,1.0348436,1.3541919,0.0,1.1863325,1.1158282,0.0,1.0971688,0.8008869,0.53323495,0.0,0.0,0.0,0.0,0.24627046,0.0,0.737524,0.9487154,0.7622367,0.9355676,0.60156995,0.6385931,0.0,1.5921319,0.0,0.49405512,0.0,0.0,1.623404,0.3982777,0.0,0.0,0.31161654,0.31789014,1.0307757,0.0,0.2663789,2.5442042,1.3807662,0.1935705,0.0,0.62047803,0.0,0.99025345,0.0,1.0655214,0.0,1.5240736,0.5858484,1.8019787,0.0,0.60493386,0.8990341,0.5625244,0.0,0.4819022,0.0,0.0,2.2295744,0.570048,0.0,0.22515468,0.0,0.015461249,0.9679587,0.0,1.2619812,0.0,2.6928701,1.3804858,1.6712474,1.4120624,1.2971846,0.0,0.0,0.0,0.0,1.3639451,2.8628023,0.6938626,2.0424283,0.7319836,0.6719162,2.316503,1.2463659,0.90156275,0.0,0.082101114,0.0,0.48299026,0.0,0.0,0.0,0.9085554,0.19236426,1.0736327,1.3807333,0.0,1.1914787,1.5980822,0.0,0.0,0.5182124,0.0,1.6416051,0.789759,1.2508718,1.151163,0.30457133,0.0,1.9034324,0.97310424,1.0920042,0.0,0.1719146,1.2491161,0.7252066,0.0,0.0,0.0,1.6348673,0.0,0.41061938,0.0,0.0,0.0,0.0,0.39446935,0.0,0.0,1.5241549,0.0,0.1796676,2.5943031,1.6859808,0.12636442,0.0,1.6925725,0.8267609,0.48598158,0.0,0.7113656,0.0,0.0,0.47798532,0
0.11975937,0.0,1.2826966,0.94294584,2.028758,0.0,0.28314704,0.7392802,2.330922,0.36461568,1.7517256,0.0,0.0,1.9097717,0.0,1.8046203,0.0,1.4313415,1.141471,1.0797164,0.0,1.6333952,1.0463703,1.1589493,2.1022267,0.0,0.47398016,0.39926174,0.6092823,1.209148,0.7568071,1.018168,0.0,0.0,0.0,2.3055081,2.1734326,0.7825867,2.2028658,0.0,0.08232753,1.702582,0.0,0.69748354,0.29129145,1.5214281,0.0,0.98983926,1.0526209,0.0,0.0,2.3940463,0.15991925,0.0,0.6332152,0.0,0.10081049,0.3972879,0.0,0.0,1.6015491,0.0,0.0,0.0,0.0,2.0595155,0.8439598,1.020452,0.491177,1.372193,0.0,0.0,0.0,0.0,0.99081624,0.0,0.0,0.0,0.0,0.0,0.72147995,1.0734329,0.0,0.5461717,0.0,0.0,0.71853,1.1123393,1.1042804,1.8939915,0.0,0.0,0.0,1.0654745,0.0,0.0,1.9953618,0.0,0.0,2.0146532,1.9887763,0.8080333,1.3821522,0.0,0.8285489,0.9118131,0.0,0.0,2.4964583,0.1310852,1.9795367,0.49035048,0.84291387,1.9733629,0.0,1.2327989,1.0536093,0.0,0.9611301,1.0689136,0.6729731,0.0,0.0,0.16498747,0.0,0.16619809,0.12331118,1.4987146,0.7798281,0.8611205,1.268235,0.66962534,0.34097502,0.0,1.0005367,0.0,0.6116286,0.0,0.0,1.3214288,0.42782477,0.0,0.0,0.4136304,0.3610924,1.2350025,0.0,0.0,2.4913516,1.8384581,0.0,0.0,1.3164078,0.0,1.0032598,0.0,1.1180297,0.0,1.1234485,0.94864875,1.7599407,0.0,0.95344776,0.882522,0.26403287,0.0,0.4598664,0.2754784,0.0,2.2097852,0.8109709,0.06878578,0.2978507,0.0,0.6156007,1.0540267,0.0,1.0693423,0.0,2.6327255,1.1623249,1.1550189,1.4411987,1.2801414,0.0,0.0,0.0,0.0,1.0258251,2.7363155,0.6257675,2.3229752,0.6027035,0.46671027,2.1035664,1.0943446,1.2596769,0.0,0.33236033,0.0,0.7639784,0.0,0.0,0.0,0.61744833,0.14521052,1.4072052,1.1949311,0.0,1.4109468,1.2795712,0.0,0.0,0.8711688,0.0,1.6410263,1.0923057,1.2191058,1.330117,0.0,0.0,1.920065,0.7608689,1.0111738,0.0,0.2018356,1.4182541,0.9684825,0.1694663,0.0,0.0,1.2847737,0.0,0.16268362,0.0,0.0,0.0,0.0,0.47934055,0.0,0.0,1.6182072,0.60633504,0.6316459,2.4901757,1.7383671,0.47480047,0.0,1.6495544,0.7770451,1.2400732,0.0,0.31398255,0.0,0.0,0.6914347,0
0.0,0.0,0.5912664,1.1266663,2.1234682,0.0,0.0,0.5873398,2.339408,0.35587907,1.6177446,0.0,0.0,1.3376541,0.0,1.979073,0.0049073445,1.1888865,1.3587849,1.0291861,0.0,1.3714981,0.918758,0.65483767,1.775516,0.0,0.2997869,0.28874275,0.66294444,1.2068043,0.61973804,0.84993863,0.0,0.0,0.0,2.275762,2.3843615,1.0411757,2.250661,0.0,0.14171074,2.2862616,0.0,1.1979243,0.1366502,1.1217859,0.0,0.72530824,0.77235174,0.0,0.0,1.9659274,0.17171128,0.0,0.22695513,0.0,0.0664764,0.40642443,0.0,0.0,1.8044626,0.0,0.0,0.0,0.0,1.762367,0.7891811,1.0773044,0.3417606,1.1258961,0.0,0.0,0.0,0.0,0.5884106,0.0,0.0,0.0,0.0,0.0,0.85330856,1.0269972,0.0,0.4046137,0.0,0.0,0.47542092,1.2148676,1.4016724,2.285041,0.0,0.0,0.0,0.49792725,0.0,0.0,1.5367678,0.0,0.0,1.5314056,1.5121355,0.6012913,1.4607955,0.0,0.6114894,1.297589,0.0,0.0,2.650279,0.5764823,2.3872242,0.6293772,0.7200873,1.7868398,0.0,1.5805781,0.88153,0.0,1.4244615,0.6554453,0.68108505,0.0,0.0,0.0,0.0,0.099855796,0.0,1.0353663,0.48386988,0.8069994,0.9720719,0.3668243,0.46853366,0.0,1.4252361,0.0,0.23186661,0.0,0.0,1.5543123,0.26375973,0.0,0.0,0.37447697,0.55146104,0.951916,0.0,0.062474914,2.7762234,1.5553559,0.0,0.0,0.69876105,0.0,0.839587,0.0,1.2611928,0.0,1.2749542,1.1020856,1.7732294,0.0,0.6851932,0.8059213,0.48272493,0.0,0.75816846,0.0,0.0,2.3907292,0.6982105,0.0,0.67933875,0.0,0.2564107,1.1696244,0.0,1.0350599,0.0,3.2871146,1.536406,1.5001248,1.5283105,1.0615299,0.0,0.0,0.0,0.0,1.0848697,2.8109019,0.48391873,1.7514496,1.0601866,0.9576358,2.277435,1.1217006,1.5652122,0.0,0.3346625,0.0,0.6887918,0.0,0.0,0.0,0.8821157,0.36577675,1.5381726,1.127548,0.0,1.6712565,2.024376,0.0,0.0,0.19977485,0.0,1.8303177,1.1638606,1.2817907,1.7034602,0.5405132,0.0,1.9780997,0.75397456,0.88592356,0.0,0.0,1.3720782,0.46133906,0.0,0.0,0.0,1.3315449,0.0,0.0661167,0.0,0.0,0.0,0.0,0.5287083,0.0,0.0,1.7321546,0.0,0.123425856,2.571718,1.9119906,0.16544376,0.0,1.3707,0.6178681,1.2543776,0.008771133,0.47997263,0.0,0.0,0.69950664,0
1.8029728,0.0,2.6738033,2.3009524,0.0,0.0,1.2759409,1.1508033,1.9371254,2.5770993,1.3017104,0.0,0.53086686,0.45014808,0.0,0.19096997,0.0,0.0,1.2880534,1.821356,0.0,0.33329898,0.0,1.0716397,2.2139182,0.0,1.5942591,0.0,1.8506027,2.647525,2.6901495,2.307346,0.0,0.0,0.0,0.24650618,1.3875046,0.0,1.1759479,0.0,0.0,0.28968403,0.0,2.6965814,0.679152,1.773518,0.0,2.5251577,2.3583078,0.0,0.0,0.40779972,0.0,0.0,1.1576214,0.0,2.6192746,0.0,0.0,0.0,0.3859274,0.0,0.0,0.0,0.0,3.5680907,2.341855,0.0,2.3785617,0.6984595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0813924,0.0,1.2137259,1.6779537,0.0,0.0010776052,3.1764328,0.0,0.0,0.5207568,0.0,0.0,0.0,2.2885609,0.0,0.5824395,4.28007,0.0,0.0071139885,0.7396347,0.13407177,2.0997355,0.11063391,0.0,1.3124539,0.0,0.0,0.0,1.0677667,1.70133,1.0036244,1.7262434,0.0,0.6338091,0.0,0.4306632,2.931585,0.0,0.0,2.9300323,2.1915667,0.0,0.0,1.5725394,0.6973895,0.23317863,0.54052293,1.453892,2.724894,0.035360955,1.2268049,2.0540965,0.0,0.0,0.0,0.0,1.7475452,0.0,0.0,0.27052668,2.7700663,0.0,0.0,0.1836809,0.68258977,2.634435,0.0,0.0,0.7232927,2.8298552,0.0,0.0,4.0287786,0.0,0.0,0.0,0.0,0.5385748,0.3251263,3.0883577,0.7738041,0.0,2.7706542,0.0,0.0,0.0,2.2686045,1.4081196,0.0,0.22166157,2.6046858,1.527421,2.2608457,0.0,1.1425703,3.8221874,0.0,0.19729449,0.0,1.0716025,0.0,0.0,0.45450178,0.31779012,0.0,0.0,0.0,0.0,2.2507114,1.6892169,2.5673463,2.7757564,0.57428247,0.0,1.0096117,0.5486957,0.0,0.0,0.4236491,0.0,2.0646577,0.0,0.0,0.0,1.7086573,2.0211396,0.07755058,0.0,0.0,0.6588187,0.6370314,0.0,0.0,1.877557,0.0,0.13955593,2.580271,1.259894,0.022290273,0.96574867,0.0,0.5065878,0.7194875,0.44103816,1.101317,0.03512133,0.0,2.6624403,2.315225,0.0,0.0,0.13623068,0.0,1.6385616,0.0,0.0,0.0,0.0,2.255383,0.0,0.0,0.4365852,3.5122242,2.136137,1.1349872,0.49883378,0.47458497,0.0,0.8478718,2.2998264,2.755318,0.0,1.873553,0.0,0.0,0.0,1
1.5086322,0.0,2.378604,2.22068,0.0,0.0,1.6196306,1.1333008,1.7029946,3.3513236,0.9394965,0.0,0.6055519,0.0,0.20481457,0.0,0.0,0.0,1.2037069,1.8375834,0.0,0.4525575,0.0,1.4513928,2.2210193,0.0,1.5362803,0.0,2.6614196,2.754135,2.9464073,2.7961416,0.0,0.0,0.0,0.0,1.573406,0.0,1.5675609,0.0,0.0,0.6840602,0.0,2.9361804,0.38332614,2.394553,0.0,2.5897894,2.835208,0.0,0.0,0.13702847,0.0,0.0,0.8935077,0.0,3.24648,0.0,0.0,0.0,0.26650286,0.0,0.0,0.0,0.0,3.6595538,2.497408,0.0,2.1463103,0.35267588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3797995,0.0,1.1095504,1.892724,0.0,0.5358638,4.0912275,0.0,0.0,0.3700355,0.0,0.0,0.0,2.4245963,0.0,0.61185694,4.2148905,0.0,0.0,0.44748163,0.47825712,2.411463,0.32492402,0.0,1.3205087,0.0,0.0,0.0,1.2538908,2.027287,0.678967,1.7927822,0.15567376,0.44712633,0.0,0.0,3.023897,0.0,0.0,3.25415,2.5040543,0.0,0.0,1.502525,1.3098176,0.58163315,0.76480246,1.471531,3.038433,0.28713965,1.2339715,2.5402725,0.0,0.0,0.0,0.0,2.083833,0.0,0.0,0.0,3.2781627,0.0,0.0,0.25659078,0.82700086,2.8276107,0.0,0.0,0.42947966,2.6137083,0.0,0.0,4.1880965,0.0,0.0,0.0,0.23828393,0.68842256,0.09288518,3.259536,0.61290276,0.0,2.9266748,0.0,0.0,0.0,2.7507315,1.6139158,0.0,0.26214403,2.902787,1.5323107,2.4585931,0.0,0.9226543,3.884432,0.0,0.4978864,0.0,0.9024417,0.0,0.0,0.76033044,0.3566659,0.0,0.0,0.0,0.0,2.003376,1.5664134,2.689016,2.8803272,0.17595287,0.0,0.84733933,0.36242914,0.0,0.0,0.8142982,0.0,2.1107984,0.0,0.0,0.0,1.8827049,2.1628008,0.0,0.0,0.0,0.4436243,0.49807698,0.0,0.0,2.021049,0.0,0.0,2.4531536,1.5109407,0.0,1.0931473,0.0,0.0071321623,1.0228099,0.0,0.94795924,0.15603971,0.0,3.0880368,2.7551706,0.0,0.0,0.626953,0.0,1.9344053,0.0,0.0,0.0,0.0,2.4672246,0.0,0.0,0.4826039,4.388558,2.2684922,0.7352806,0.0,0.6810059,0.0,0.597449,2.9148176,2.6973245,0.0,1.9460363,0.0,0.0,0.1307296,1
0.68931466,0.0,2.212245,2.2493846,0.33037356,0.0,1.2553887,1.1019268,1.6474047,2.129911,1.295475,0.0,0.23586258,0.7118671,0.0,0.5935152,0.2791635,0.0,1.357054,1.8338506,0.0,0.9834397,0.2044611,0.8953834,1.8471411,0.0,1.1958449,0.0,1.3861462,2.0884783,2.0696878,2.312528,0.0,0.0,0.0,0.37350628,1.9950514,0.0,1.4798512,0.0,0.0,0.778033,0.0,2.3132684,0.51804507,1.6733826,0.0,1.8378576,1.727485,0.0,0.0,0.5679368,0.0,0.0,0.9170188,0.0,2.3150263,0.099795096,0.0,0.0,0.6382032,0.0,0.0,0.0,0.0,2.803106,2.0704832,0.0,1.6923802,0.8178643,0.0,0.0,0.0,0.0,0.061715867,0.0,0.0,0.0,0.0,0.0,0.9639229,0.06840097,0.61183715,1.2919848,0.0,0.0,2.4834478,0.20649299,0.08183772,0.8490434,0.0,0.0,0.0,1.2619076,0.0,0.22462757,2.7693558,0.0,0.0,1.3426178,0.78565955,1.4357833,0.2717776,0.0,0.9102976,0.13463235,0.0,0.0,1.6271032,1.3492157,0.7070088,1.5243794,0.39710593,0.8253554,0.0,0.52089137,2.0083175,0.0,0.20681168,2.2203436,1.7029245,0.0,0.0,0.79276127,0.24539769,0.52608347,0.009223549,0.7826276,1.7875124,0.17182122,0.91572505,1.732662,0.0,0.0,0.4664866,0.0,1.4005668,0.0,0.0,0.84143233,2.1321323,0.0,0.0,0.3572084,0.8025183,2.0786672,0.0,0.0,0.97457284,2.4863565,0.0,0.0,3.0312526,0.0,0.0,0.0,0.0,0.0,0.4459662,3.108359,0.873984,0.0,2.173539,0.5193894,0.0,0.0,1.9977359,1.5274727,0.0,1.6146058,2.1183069,0.69604325,1.9137142,0.0,1.0758004,2.752199,0.0,0.49074313,0.0,1.2569473,0.581542,0.113027476,0.87643045,0.58675516,0.0,0.0,0.0,0.0,1.6162467,1.604497,1.7727518,2.541399,0.5160511,0.14165373,0.97689724,0.36656442,0.0027467718,0.0,0.06368085,0.0,2.0559833,0.0,0.0,0.0,2.0810354,1.9132507,0.64599997,0.2553833,0.0,0.44328836,0.60850394,0.0,0.0,1.5361632,0.0,0.36671227,2.5505238,0.836071,0.6243346,0.6272133,0.0,0.8026558,0.38351476,0.5569986,0.34781784,0.0,0.46325433,2.1563063,1.7134168,0.0,0.0,0.70721775,0.0,1.4604886,0.0,0.0,0.0,0.0,1.9659485,0.0,0.0,0.40760338,2.597574,0.9920179,1.0174596,0.71298754,0.32941973,0.0,0.5715458,1.7565922,2.3121638,0.0,1.7090144,0.0,0.0,0.0,1
1.2159464,0.0,2.5767884,2.1694832,0.0,0.0,1.3251327,1.2767828,1.7771897,2.5509129,1.1247817,0.0,0.380829,0.4462715,0.1824172,0.15772557,0.16402577,0.0,1.5416515,1.9691532,0.0,0.643082,0.0,1.3159045,1.9626659,0.0,1.475893,0.0,1.9281662,2.0233164,2.629432,2.6582215,0.0,0.0,0.0,0.2965084,1.5254741,0.0,0.97682804,0.0,0.0,0.36843452,0.0,1.994514,0.9032009,1.9266772,0.0,2.3260152,2.4655643,0.0,0.0,0.10505885,0.0,0.0,1.2491783,0.0,2.6349208,0.0,0.0,0.0,0.2796893,0.0,0.0,0.0,0.0,3.5211568,2.3936472,0.0,2.1385477,0.0858552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2349179,0.0,0.55729043,2.0209126,0.0,0.0,3.2971704,0.0,0.0,0.34408057,0.0,0.0,0.0,1.9265553,0.0,0.3060875,3.6344616,0.0,0.0,1.1163058,0.39911133,2.1989996,0.45313525,0.0,1.4745704,0.0,0.0,0.0,1.3690987,1.5979992,0.8190037,2.122678,0.0,0.84875286,0.0,0.043049768,2.642086,0.0,0.0,2.8316164,2.159603,0.0,0.0,1.0669885,1.1316311,0.8220259,0.39562693,1.2595153,2.377905,0.17382379,1.1325073,2.144081,0.0,0.0,0.0,0.0,1.670929,0.0,0.0,0.25356296,2.766957,0.0,0.0,0.03297061,0.6699512,2.5591843,0.0,0.0,0.4387631,2.5653915,0.0,0.0,4.086858,0.0,0.0,0.0,0.0,0.6581128,0.306017,3.281315,0.6602534,0.0,2.047398,0.0,0.0,0.0,1.8715543,1.5455519,0.0,0.43481258,2.4839222,1.0237526,2.5068917,0.0,1.0575275,3.1523995,0.0,0.43557158,0.0,0.85799885,0.0,0.0,0.53671926,0.17298925,0.0,0.0,0.0,0.0,2.1869924,1.7504582,2.4369805,2.7981553,0.23558219,0.0,0.6356138,0.15738916,0.0,0.0,0.0041956715,0.0,2.1427088,0.0,0.0,0.0,2.4453359,2.129328,0.1312403,0.0,0.0,0.5996131,0.26831564,0.0,0.0,1.7713577,0.0,0.017744837,2.630425,1.0091298,0.48436162,0.8828147,0.0,0.18662195,0.8063153,0.3289785,0.6235408,0.0,0.0,2.5226653,2.0915432,0.0,0.0,0.34715098,0.0,1.7086273,0.0,0.0,0.0,0.0,1.798937,0.0,0.0,0.24895589,3.2476985,1.841663,0.99809664,0.7891073,0.6335524,0.055931933,0.9441393,2.336529,2.6183925,0.0,1.9145272,0.0,0.0,0.0,1
1.2200482,0.0,2.0686986,1.9312714,0.0,0.0,1.3679531,0.92057884,1.9811203,2.4512696,1.0977293,0.0,0.28333548,0.81574863,0.0,0.6430332,0.0,0.60510653,1.3054326,1.84347,0.0,0.7725549,0.0,1.4200699,2.0103776,0.0,1.6434405,0.0,1.7438956,2.2772722,2.2969096,2.0202763,0.0,0.0,0.0,0.63836914,1.9746441,0.0,1.665477,0.0,0.0,1.1304067,0.0,2.1290994,0.37179905,1.602691,0.0,1.9066901,2.158424,0.0,0.0,0.52592003,0.0,0.0,0.7406876,0.0,2.0480404,0.35655245,0.0,0.0,1.1661031,0.0,0.0,0.0,0.0,3.2347767,1.8528515,0.0,1.6610472,0.7706722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97729707,0.22762565,0.8094309,1.6113614,0.0,0.0,2.663806,0.32656768,0.48683,1.1240566,0.0,0.0,0.0,1.5157063,0.0,0.3291244,3.2922063,0.0,0.0,0.8383003,0.7382725,1.7810569,0.64139193,0.0,1.323825,0.0609447,0.0,0.0,1.5638002,1.254552,1.1788219,1.5027969,0.05266715,1.0852244,0.0,0.59195423,2.5799568,0.0,0.18518212,2.5222545,1.8131169,0.0,0.0,0.8536713,0.19948673,0.28780672,0.6886436,1.2840275,2.070573,0.21474622,0.99525416,1.6629368,0.0,0.0,0.3296748,0.0,1.7985058,0.0,0.0,0.8109975,2.8156817,0.0,0.0,0.0,0.64772534,2.4131043,0.0,0.0,1.1152312,2.2442148,0.0,0.0,3.3576808,0.0,0.0,0.0,0.46687797,0.19991419,0.5800375,2.5630436,1.1483005,0.0,2.0752232,0.0,0.0,0.0,2.1554825,1.2888644,0.0,0.79528546,2.1516938,1.1956711,1.9890305,0.0,0.995171,2.9322517,0.0,0.41719908,0.0,1.1316289,0.16243504,0.2950599,0.82610863,1.1393851,0.0,0.0,0.0,0.0,1.6980486,1.5444403,1.7324257,3.0068748,0.5083446,0.0,1.3312861,0.7496739,0.0,0.0,0.3144636,0.0,1.599842,0.0,0.0,0.0,1.9146013,1.7589546,0.71375036,0.4018977,0.0,0.4983593,0.98539317,0.0,0.0,1.7628984,0.0,0.31619036,2.5349836,1.041252,0.1188937,0.6376807,0.0,0.82112265,0.904848,0.4875077,0.014553132,0.0,0.13749686,2.3487165,2.191227,0.0,0.0,0.78465384,0.0,1.7499943,0.0,0.0,0.0,0.0,1.4638894,0.0,0.0,0.6904703,2.7552738,1.2334797,0.94919235,0.70185506,0.4741848,0.0,0.8842115,2.0961401,2.2609463,0.0,1.7364291,0.0,0.0,0.1923827,1
