image_id,split
uwf4dr_iqa_train_1.jpg,train
uwf4dr_iqa_train_100.jpg,train
uwf4dr_iqa_train_102.jpg,train
uwf4dr_iqa_train_103.jpg,train
uwf4dr_iqa_train_104.jpg,train
uwf4dr_iqa_train_105.jpg,train
uwf4dr_iqa_train_107.jpg,train
uwf4dr_iqa_train_108.jpg,train
uwf4dr_iqa_train_11.jpg,train
uwf4dr_iqa_train_110.jpg,train
uwf4dr_iqa_train_112.jpg,train
uwf4dr_iqa_train_116.jpg,train
uwf4dr_iqa_train_117.jpg,train
uwf4dr_iqa_train_120.jpg,train
uwf4dr_iqa_train_121.jpg,train
uwf4dr_iqa_train_122.jpg,train
uwf4dr_iqa_train_123.jpg,train
uwf4dr_iqa_train_125.jpg,train
uwf4dr_iqa_train_127.jpg,train
uwf4dr_iqa_train_129.jpg,train
uwf4dr_iqa_train_13.jpg,train
uwf4dr_iqa_train_130.jpg,train
uwf4dr_iqa_train_131.jpg,train
uwf4dr_iqa_train_132.jpg,train
uwf4dr_iqa_train_134.jpg,train
uwf4dr_iqa_train_135.jpg,train
uwf4dr_iqa_train_138.jpg,train
uwf4dr_iqa_train_139.jpg,train
uwf4dr_iqa_train_140.jpg,train
uwf4dr_iqa_train_141.jpg,train
uwf4dr_iqa_train_142.jpg,train
uwf4dr_iqa_train_143.jpg,train
uwf4dr_iqa_train_144.jpg,train
uwf4dr_iqa_train_145.jpg,train
uwf4dr_iqa_train_147.jpg,train
uwf4dr_iqa_train_148.jpg,train
uwf4dr_iqa_train_149.jpg,train
uwf4dr_iqa_train_15.jpg,train
uwf4dr_iqa_train_152.jpg,train
uwf4dr_iqa_train_153.jpg,train
uwf4dr_iqa_train_156.jpg,train
uwf4dr_iqa_train_158.jpg,train
uwf4dr_iqa_train_159.jpg,train
uwf4dr_iqa_train_16.jpg,train
uwf4dr_iqa_train_160.jpg,train
uwf4dr_iqa_train_161.jpg,train
uwf4dr_iqa_train_162.jpg,train
uwf4dr_iqa_train_163.jpg,train
uwf4dr_iqa_train_164.jpg,train
uwf4dr_iqa_train_165.jpg,train
uwf4dr_iqa_train_167.jpg,train
uwf4dr_iqa_train_169.jpg,train
