0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,label
0.0,0.0,1.6523153,0.46555325,0.0,1.3462516,1.145189,0.0,1.5914861,1.0070976,0.0,0.0,0.0,0.005294708,0.4743254,0.0,0.9424203,0.0,0.38754827,0.14625074,0.0,0.0,0.0,0.0,1.5856326,0.0,0.6565772,0.8026822,0.0,0.2328617,2.1442266,0.27484274,1.8227344,0.0,0.0,0.6124968,0.0,0.0,1.1888323,0.9070901,1.071595,0.0,0.6965572,0.0,0.23526266,0.015925381,1.2968354,0.0,1.1819123,0.0,0.6951719,0.0,0.04560754,0.0,0.0,1.639112,0.9842456,2.7290833,3.3387134,1.0041515,1.1887226,1.257713,0.0,1.9346999,0.0,2.6425753,0.0,0.9902334,0.0,0.0,3.0464413,0.62563103,1.9332418,0.15094773,0.0,0.0,0.18464586,0.9126174,0.66100204,0.5957986,1.4399987,0.0,2.1212313,1.8005819,0.92078453,0.42215464,0.5285505,1.2730556,0.0,1.1239454,0.71129394,0.0,1.14164,1.5070481,1.0451857,0.0,1.8080287,0.5649566,0.0,0.16276439,1.4326664,1.8607692,0.0066768974,1.5218613,1.7838755,0.11913662,0.0,1.7738272,0.2696107,2.0923374,0.0,0.0,0.0,2.582773,0.7559702,0.19422236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4655895,0.4697569,3.4464452,1
0.0,0.0,0.0,1.2946005,1.4098938,0.29713318,0.0,0.12270053,0.40989587,1.0795193,0.0,0.96475756,1.1212302,0.0,0.0,0.0,2.6140964,0.0,0.0,1.9913275,0.09173422,0.0,0.0,0.0,0.0,0.13222052,0.42086297,1.0582175,0.6795576,1.1419545,0.0,1.593919,1.8145475,0.0,0.0,1.6363342,0.0,0.39687905,1.731776,3.1538577,0.7062314,0.59713775,0.29412284,0.77502114,1.5047501,0.0,2.8465579,0.0,1.1208671,0.0,1.8625306,0.0,1.2162807,0.0,0.0,0.0,0.9209354,1.8531841,1.0670183,1.2033653,0.4338674,0.9608998,0.0,2.4526742,0.0,1.350373,0.0,2.5990133,0.0,0.0,0.4530092,2.3019779,2.6374984,1.1761777,0.22446537,0.0,0.0,0.58142155,3.5478227,0.0,1.3087119,0.0,1.5751575,0.3700671,0.0,1.2065041,1.3738513,0.0,0.017450385,0.42872524,0.19570377,0.0,0.0,1.6265235,0.3657435,0.23849837,0.40192556,1.1966971,0.0,2.4324737,0.0,0.024701076,0.0,0.88873404,1.9030415,1.3932878,0.27162474,0.0,0.75567985,2.306682,1.0634273,0.0,0.0,0.0,0.17229049,1.9017088,0.0,1.1830523,0.0,0.0,0.19177064,0.33000174,0.0,0.12129597,0.0,0.0,0.0,3.1354606,0
0.0,0.0,0.0,0.0,1.1927826,0.1464687,0.8836332,0.0,0.93354774,0.0,0.0,0.52516156,0.0,0.0,0.0,0.0,3.8720505,0.0,0.0,2.2626903,0.0,0.0,0.0,0.0,0.0,1.7655834,0.18481643,1.5903687,1.0514169,1.7148916,0.11272002,1.569805,0.60358083,0.0,0.0,0.026485581,0.0,0.0,0.0,2.827825,0.020611182,2.10554,0.13856786,0.0,0.8600377,0.8887938,1.6252717,0.0,0.0,0.0,1.0614586,0.0,0.40603986,0.0,0.79675335,1.5001067,0.0,0.0,0.0,0.0,0.0,1.2162561,0.24337739,0.0,0.0,2.2857819,1.2041341,2.4780462,0.0,0.0,0.0,1.8285562,0.0,1.319654,0.9941625,0.0,0.748266,0.0,1.4247128,0.7644146,0.7152212,0.0,1.3556271,0.0,0.0,0.82670367,0.83908236,0.60534054,0.0,1.583235,0.0,0.0,0.0,2.2167234,0.0,1.1717291,0.0,3.1705952,0.0,2.0512722,1.6673907,1.5226496,0.020958796,0.0,0.8239615,0.48930353,0.95107985,1.9984139,0.0,0.03575579,1.3870286,1.4826899,0.0,0.0060739685,0.0,1.5147953,0.0,0.0,0.0,0.0,0.0,0.2095925,0.0,0.0,0.0,0.45393854,0.0,0.1209328,0
0.0,0.0,1.1070747,0.77669185,0.19119276,0.4141808,0.3768062,0.0,1.1322645,0.4665883,0.0,0.4765986,0.0,0.50024927,1.1948032,0.0,3.3360844,0.0,1.5703237,0.0,0.0,0.0,0.0,0.0,1.2875562,0.0,0.0,2.0162861,0.0,0.0,0.6344961,0.27981102,2.168177,0.0,0.0,0.8006406,0.19939141,0.7711381,1.4613986,1.0596232,1.5927283,2.0166156,0.8730652,0.019267127,0.0,0.33136985,2.0806997,0.0,1.1330369,0.0,0.82158786,0.0,0.6867544,0.0,0.5085835,0.06410471,1.2223393,1.6420531,1.6580222,1.6886016,1.5622115,1.1348535,0.0,1.4138727,0.0,1.5806438,0.0,2.042472,0.0,0.0,0.7458888,1.7185423,2.457127,0.0,0.0,0.0,0.0,1.1338965,0.79330814,0.9871904,1.8315668,0.0,2.4622588,0.73240954,0.0,1.0231583,0.38587886,0.0,0.0,1.0944519,0.72187656,0.0,0.30617487,2.1042001,0.48101327,0.0,1.6539683,1.4466116,0.0,1.8650402,0.9425304,0.5901475,0.0,0.5765844,1.3144226,0.32842302,0.0,2.0118568,0.5898018,2.6707096,1.774535,0.0,0.0,0.9787194,0.40798992,0.0,0.0,0.0,0.0,0.0,0.6611794,0.29170242,0.0,0.0,0.0,0.18211348,0.03144698,1.0117762,0
0.0,0.0,0.29344612,1.255128,0.252127,0.0,0.10022067,0.2586378,1.3043228,0.4850849,0.0,0.6667039,1.0908904,0.0,0.91275835,0.0,2.0194767,0.0,0.8318235,0.9267957,0.20792174,0.0,0.0,0.0,0.60840523,0.84717,1.3825725,1.4396212,0.0,1.6825927,1.2558364,0.5972252,1.0849991,0.0,0.0,0.5470641,0.0,0.0,0.9977168,1.4259675,2.7484906,1.149572,0.0,1.4820572,1.4195732,0.14487866,2.8593585,0.0,1.1038787,0.0,1.7248139,0.0,0.74196094,0.0,0.0,0.0,1.5182928,2.00366,1.1976228,2.895164,1.1343019,0.6967523,0.0,2.31221,0.0,1.5590614,0.0,2.1306462,0.0,0.0,0.43147406,2.0252812,0.2765456,0.047511887,1.051003,0.0,0.0,0.48179156,1.7363727,0.0,1.7372698,0.0,0.9161994,0.0,0.0,1.7850229,0.15481538,0.0,0.0,0.0,0.5904626,0.0,0.0,0.96148264,0.77978855,0.31592032,0.31491604,2.0351934,0.0,2.2248025,0.52648264,0.041434526,0.0,2.4865837,1.3300033,0.0,0.2910287,1.2077668,0.0,0.9692711,1.0428262,0.0,0.0,0.0,0.0,0.0,0.0,0.31255904,0.0,0.0,0.0,0.0,0.0,0.26178485,0.0,0.72840846,0.0,1.3922473,0
0.0,0.0,1.1042676,0.0,0.27102998,1.4049476,0.7759574,0.0,2.816715,1.6781577,0.0,0.18710843,1.6318072,0.05687585,1.9223325,0.0,0.099822216,0.0,0.84784466,0.7235843,0.0,0.0,0.0,0.68740773,1.227216,0.0,0.22146852,1.0587296,0.23197669,0.40613937,1.5905734,0.589066,1.8021616,0.0,0.0,2.0434768,0.0,0.7300249,2.1658325,1.533794,2.5743315,1.1678413,0.43538576,2.7878158,0.7474244,0.0,1.9018826,0.0,1.2745423,0.0,1.6680896,0.0,1.8740981,0.0,0.0,0.1776964,2.627263,2.2875063,1.2426938,0.38825414,0.34998435,0.4958109,0.0,3.9118335,0.0,1.7643768,0.0,0.08524095,0.0,0.0,2.9384425,0.04756458,2.9740946,0.0,0.60798854,0.0,0.2400924,2.1211076,0.7685379,0.11189971,1.6378849,0.0,0.62125266,1.6647195,0.62407124,0.657032,0.0,0.1097757,0.0,0.41710243,1.0204744,0.0,0.036579184,1.1299348,1.9026811,0.0,2.2508636,1.3297895,0.060489736,0.0,0.9229219,1.4978238,0.34673616,2.0772572,1.4455898,0.34548795,0.0,1.7199346,0.7473602,1.662734,0.9442618,0.63122666,0.0,1.204667,0.0,0.19526505,0.0,1.0403079,0.0,0.0,0.30389172,0.79570097,0.0,0.0,0.0,0.0,0.0,2.9320114,1
0.0,0.0,1.335304,1.472245,2.1385486,0.15838303,0.7915053,0.0,1.4339851,0.23015065,0.0,0.0,0.04484583,0.0,0.8132722,0.0,2.7683582,0.0,0.058811262,0.77998525,0.42275953,0.0,0.0,0.0,1.4110494,0.0,1.5065382,2.6815317,0.59340554,1.2351408,0.16567947,1.4995836,2.1902661,0.0,0.0,2.477387,0.0,0.8785014,0.0,3.56589,1.8363264,2.1563962,0.4789212,0.13787785,1.3669003,0.0,1.3388114,0.0,0.45489067,0.0,2.499127,0.0,0.36537847,0.0,0.0,0.0,0.8107219,1.3765906,1.2440243,2.4254827,1.6653411,0.18139194,0.0,0.18316445,0.0,1.6082542,0.0,1.5936339,0.0,0.11094041,0.57752234,1.7191954,1.201343,0.82351434,0.8441253,0.0,0.0,0.0,2.8847003,0.0,0.55133307,0.0,1.5249054,0.63527745,0.0,0.9322211,0.0,0.0,0.0,0.76563644,0.07514445,0.0,0.0,2.0800877,0.0,0.8111912,1.5425994,2.670979,0.26433825,2.5747082,1.2556367,0.004886647,0.11172782,0.91770464,1.6991309,0.22350113,0.61546546,0.13846801,0.0,0.547229,0.78483933,1.1997292,0.0,0.0,1.5333332,0.90299755,0.0,1.9004207,0.0,0.0,0.0,2.0932307,0.0,0.7601415,0.0,0.38543418,0.0,1.0745648,0
0.0,0.0,0.0,0.8401918,0.5706084,0.0,0.0,0.0,0.0,0.8095134,0.0,0.8032071,0.0,0.119205505,1.1062241,0.0,3.4106889,0.0,1.0956292,1.6269803,0.0,0.0,0.0,1.1104625,0.0,0.0,0.22035052,1.8996859,0.8872648,0.15259099,0.1774468,1.7050217,0.5954484,0.0,0.0,0.75744224,0.0,0.11479763,2.4806108,3.129896,0.0,0.9252239,1.8106196,0.19129163,0.12934342,0.0,1.8052703,0.0,0.09807438,0.65725493,0.0,0.0,2.5007937,0.0,0.2332673,0.9487522,1.9914861,0.15487322,0.0,1.5471023,1.536042,1.3858856,0.0,0.26926422,0.0,0.35222155,0.23120178,3.0807137,0.0,0.0,0.83629173,3.2972,2.7088473,0.0,0.0036125141,0.0,0.0,0.0,0.8078461,0.041371647,0.5371512,0.0,1.4001561,0.8908547,0.26712903,0.1659359,0.11217973,0.0,0.50085056,1.1189051,1.0596204,0.0,0.0,2.2307544,0.47241125,0.0,1.3800514,0.15133335,0.0,2.181258,0.0,0.0,0.0,1.2449262,2.7039802,0.7909511,0.017186092,1.3451786,0.27198634,1.6883733,0.30078134,0.9100719,0.0,1.3897611,0.96480244,0.6888675,0.0,0.0,0.0,0.0,0.0,0.32163057,0.0,0.0,0.0,1.0188651,0.7954354,1.2446374,0
0.0,0.0,0.67199194,0.6126637,1.1592053,1.3242307,0.39376187,0.0,2.63791,1.3372939,0.0,0.0,1.5734687,0.26021782,0.80227387,0.0,1.9345691,0.0,0.4702862,1.404428,0.2008375,0.0,0.0,0.0,0.9056388,0.0,0.0,1.4893972,0.0,0.7663124,0.100931175,1.657884,1.8945609,0.0,0.0,2.0345209,0.0,0.7493315,2.6667132,2.479993,1.07822,0.7770238,1.0282738,0.92759216,0.0,0.0,2.9429178,0.0,1.0388094,0.0,1.3186419,0.24348734,2.6634877,0.0,0.030012267,0.0,1.5635972,1.6336926,1.1766452,1.0575602,0.07030602,0.74914294,0.0,2.527091,0.0,1.0349598,0.0,0.7729256,0.0,0.0,2.1353595,0.95246774,2.3852975,0.0,0.0,0.0,0.0041078636,0.51144177,0.49180353,0.0,0.97992635,0.0,1.0031834,0.75203174,0.0,1.8729458,0.131508,0.6390388,0.0,1.2001374,0.8653787,0.0,0.0,2.0514364,1.7818549,0.72801304,1.8132477,1.7746811,0.0,0.6568924,0.12278795,1.139425,0.86735654,1.049917,0.23127513,2.1436622,0.0,2.1435146,0.41936085,0.61704594,0.47246835,0.056591704,0.0,0.9110919,0.0,0.0,0.0,0.22231711,0.0,0.0,0.4202568,0.0,0.0,0.0,0.0,0.110185586,0.0,3.0534744,0
0.0,0.0,0.12357614,0.28601602,0.91076416,0.07659489,0.25105286,0.0,0.75067294,0.8069665,0.0,0.0,0.0,1.9060547,0.0,0.073263444,4.0814857,0.0,1.3354838,0.7925934,0.0,0.0,0.0,0.0,0.47807682,0.0,2.1548004,1.4214114,0.6513576,0.0,0.16299929,0.72214496,2.0376983,0.0,0.0,1.5678074,0.7249417,1.9411105,1.8631624,3.2302687,0.04684861,0.4947942,0.78057754,0.16887435,0.21383625,0.0,2.1420734,0.0,0.8342574,0.0,0.7932077,0.0,1.1215476,0.0,0.085226044,0.78777456,0.7541565,1.8164068,2.2033176,1.1711386,1.5211387,1.8882614,0.0,0.0,0.0,1.9310447,0.0,3.700554,0.0,0.0,1.1800014,3.0192266,1.6728005,0.0,0.66894,0.0,0.0,0.4270969,1.8508295,0.3641833,0.5099068,0.0,1.4221871,1.3789805,0.5524855,0.0,0.15806893,0.0,0.0,0.0,0.32302448,0.0,1.5054226,1.3382766,0.0,0.0,0.8359092,1.5207137,0.0,1.6297848,0.0,1.3104085,0.85017115,0.0,2.0959332,0.0,0.0,1.2675971,1.8914012,2.7973988,1.0890043,0.3778896,0.0,0.0,0.014940787,0.14817718,0.0,0.0,0.0,0.0,0.0,0.02313994,0.0,0.0,0.0,0.0,0.15364836,2.5922544,0
0.0,0.0,1.5070438,2.1149192,0.0,0.63370836,0.4462823,0.0,1.0376631,1.9436102,0.0,0.5878269,0.81446135,0.38953653,0.4105588,0.0,2.402021,0.0,0.0,2.1899629,0.41151896,0.0,0.0,0.0,1.2569664,0.0,0.77728796,1.3613436,0.0,0.0,0.0,1.6020128,2.1535654,0.0,0.0,1.677572,0.0,0.83981997,2.0010812,0.23880476,2.246073,1.118734,0.62676805,1.3001688,2.1891654,0.0,2.0724144,0.0,0.0,0.0,2.854515,0.0,1.6250126,0.0,0.78160834,0.0,1.4664662,2.095324,0.52460694,2.3244772,2.274432,0.22055279,0.0,1.3996714,0.0,1.6653408,0.0,2.1530576,0.0,0.0,1.125201,2.1875772,3.0791464,0.06810628,0.0,0.0,0.0,0.0,0.1975174,0.45230275,1.537007,0.0,1.2809774,0.5258452,0.0,0.661653,0.0,0.4055697,0.0,1.02612,0.21075734,0.0,0.0,0.5331006,0.83587974,0.07438549,0.48289347,1.2553488,0.21384569,1.9462014,0.0,1.3286941,0.0,1.2702876,2.1395628,1.4438932,0.0,0.0,0.5535556,1.4126002,1.2551639,0.0,0.0,0.8346417,1.2331905,0.0,0.0,1.1122319,0.0,0.0,0.784642,0.0,0.0,1.398469,0.0,0.0,0.0,1.9217852,0
0.0,0.0,1.7685103,0.15136066,0.6146229,0.0,1.6015416,0.0,0.704522,1.1869124,0.0,0.0,1.0907431,0.0,0.32353175,0.0,2.6091094,0.0,0.56201226,1.1522655,0.0,0.0,0.0,0.0,0.82041395,0.83524907,0.0,1.0491384,0.10623444,0.7369495,0.27915445,1.6453588,1.490746,0.0,0.0,1.850061,1.3156365,0.0,2.2517295,1.1058924,1.0945472,0.0,1.8355496,0.0,0.83135056,0.0,2.482213,0.0,0.0,0.06450832,1.4581001,0.9421206,0.15591156,0.0,1.53235,0.0,2.0030515,0.0,0.0,0.8205021,1.1549981,1.6974002,0.0,1.225252,0.0,1.3807634,0.20673348,1.5820428,0.0,0.0,0.2634842,2.5222182,0.6756916,0.0,0.962267,0.0,0.0,0.7588282,0.26674378,0.0,1.6254578,0.0,2.0890806,1.1685315,0.0,1.2832873,0.0,0.0,0.0,2.7151172,0.0,0.0,0.77666473,2.1108131,0.0,0.0,0.43614045,2.1209068,0.0,1.7672515,1.1566622,0.0,0.0,0.8221562,0.33593968,0.5793315,0.11788054,1.8993195,0.0,0.0,1.7082396,0.39136174,0.0,0.8816767,0.48569977,1.1929178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.3629127,0.834363,1.0910132,1.2644156,0.49414125,0.0,2.0007815,1.2850922,0.0,0.5546209,0.6354892,0.6034441,0.74337345,0.0,0.5040051,0.0,0.4095859,0.635522,0.25326255,0.0,0.08840183,0.25764272,0.07674919,0.0,0.0,2.3219876,0.0,1.8394948,0.50223446,0.9114449,2.0298374,0.0,0.0,1.252276,0.2588876,0.9306751,1.7535284,2.40555,0.61762893,0.4342398,0.33747786,0.41006806,0.0,0.0,2.354399,0.0,0.88221395,0.012887715,2.1952274,0.0,1.9697077,0.0,0.693644,0.0,2.9693537,2.5285637,1.3220367,0.34255674,0.58591425,1.0954685,0.0,2.9364057,0.0,2.4801297,0.0,0.92833537,0.15342027,0.0,1.5939407,0.50469995,3.7309408,0.0,0.0,0.0,0.34083506,3.030693,1.5748786,1.0618289,1.5788847,0.0,1.1932057,1.7457179,0.35897884,1.2586682,0.0,0.81385994,0.0,2.5591516,1.3509574,0.0,0.00062391814,2.4864829,2.125192,0.0,1.7291911,0.9363166,0.0,0.21086651,1.7810425,2.3359196,1.0379212,0.16696893,1.5916904,1.9916134,0.0,1.5256584,0.44254935,1.3729573,1.0515782,0.0,0.0,1.3367153,1.6777582,0.0,0.0,0.03044544,0.0,0.0,0.0,1.1147466,0.0,0.0,0.0,1.3510932,0.0,1.6893616,0
0.0,0.0,0.0,1.5903621,0.96215034,0.0,0.5605167,0.34497932,0.34693614,0.8956967,0.0,0.0,0.7887773,0.63256884,0.51464313,0.0,0.76509035,0.0,0.0,3.793555,0.28770378,0.0,0.0,0.0,1.1789362,0.71635187,1.4540954,0.70365095,0.08111518,1.4567696,0.0,2.2920249,3.1623666,0.0,0.0,0.5835815,0.0,0.53627664,2.8116627,0.94425,0.519409,0.5258406,0.0,0.41369528,1.4667505,0.0,2.6129892,0.16454545,1.4864451,0.19008934,3.365567,0.0,2.5025797,0.0,0.5108585,0.5696316,2.0597467,1.3102938,1.5273466,0.7730344,0.5464449,1.5694075,0.0,0.8952406,0.0,0.90837467,0.0,1.5504827,0.0,0.0,0.0,1.8837221,0.0,1.2127626,1.3036997,0.0,1.021992,0.8775862,0.48030925,0.12756798,0.0,0.0,0.92040026,2.2935565,0.28291062,1.6670165,0.0,0.0,0.0,1.5437839,0.0,0.0,0.59097207,1.8622437,1.1370124,1.6168482,0.0,2.1357515,0.0,1.9471953,0.2408827,0.75588465,1.0247904,0.6756297,1.4876248,0.51437604,1.4162211,1.1685079,0.0,1.0553763,0.7642873,0.0,0.0,0.0,0.660687,0.56712013,0.0,1.1017313,0.0,0.0,0.0,0.0,0.0,0.25513262,0.1237949,0.0,0.0,2.6607738,0
